Landsat Scene Identifier,Sensor Mode,Station Identifier,Day/Night,WRS Path,WRS Row,Date Acquired,Start Time,Stop Time,Image Quality VCID 1,Image Quality VCID 2,Cloud Cover,Cloud Cover Quad Upper Left,Cloud Cover Quad Upper Right,Cloud Cover Quad Lower Left,Cloud Cover Quad Lower Right,Sun Elevation,Sun Azimuth,Scene Center Latitude,Scene Center Longitude,Corner Upper Left Latitude,Corner Upper Left Longitude,Corner Upper Right Latitude,Corner Upper Right Longitude,Corner Lower Left Latitude,Corner Lower Left Longitude,Corner Lower Right Latitude,Corner Lower Right Longitude,Full Aperture Calibration,Gain Band 1,Gain Band 2,Gain Band 3,Gain Band 4,Gain Band 5,Gain Band 6 VCID 1,Gain Band 6 VCID 2,Gain Band 7,Gain Band 8,Browse Exists,Data Category,Gap Phase Source,Gap Phase Statistic,Gain Change Band 1,Gain Change Band 2,Gain Change Band 3,Gain Change Band 4,Gain Change Band 5,Gain Change Band 6 VCID 1,Gain Change Band 6 VCID 2,Gain Change Band 7,Gain Change Band 8,Data Type Level 1,Elevation Source,Output Format,Ephemeris Type,Corner UL Latitude Product,Corner UL Longitude Product,Corner UR Latitude Product,Corner UR Longitude Product,Corner LL Latitude Product,Corner LL Longitude Product,Corner LR Latitude Product,Corner LR Longitude Product,Panchromatic Lines,Panchromatic Samples,Reflective Lines,Reflective Samples,Thermal Lines,Thermal Samples,Date Acquired Gap Fill,Gap Fill,Ground Control Points Model,Geometric RMSE Model,Geometric RMSE Model X,Geometric RMSE Model Y,Map Projection L1,Datum,Ellipsoid,UTM Zone,Vertical Longitude from Pole,True Scale Latitude,False Easting,False Northing,Grid Cell Size Panchromatic,Grid Cell Size Reflective,Grid Cell Size Thermal,Orientation,Resampling Option,Scan Gap Interpolation,Scene Center Latitude dec,Scene Center Longitude dec,Corner Upper Left Lat dec,Corner Upper Left Long dec,Corner Upper Right Lat dec,Corner Upper Right Long dec,Corner Lower Left Lat dec,Corner Lower Left Long dec,Corner Lower Right Lat dec,Corner Lower Right Long dec,Display ID,Ordering ID,Download Link
LE70210272007209EDC00,N/A,EDC,DAY, 021, 027,2007/07/28,2007:209:16:11:03.7777500,2007:209:16:11:30.5316874, 9, 9,  39.89,  50.34,  38.09,  33.97,  37.16,56.2593994,139.993454,47°27'22.68"N,83°23'23.28"W,48°25'29.28"N,84°20'48.12"W,48°03'32.40"N,81°49'22.08"W,46°49'50.52"N,84°55'22.44"W,46°28'33.60"N,82°28'18.12"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,14.873958,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.41466   (48°24'52.78"N), -84.96817  (84°58'05.41"W), 48.48152   (48°28'53.47"N), -81.60759  (81°36'27.32"W), 46.40015   (46°24'00.54"N), -84.81946   (84°49'10.06"W), 46.46248   (46°27'44.93"N), -81.58475   (81°35'05.10"W),14961,16581,7481,8291,7481,8291,,,59,4.876,3.353,3.54,UTM,WGS84,WGS84,17,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,47.4563,-83.3898,48.4248,-84.3467,48.059,-81.8228,46.8307,-84.9229,46.476,-82.4717,LE70210272007209EDC00,LE70210272007209EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70210272007209EDC00
LE70210272007193EDC00,N/A,EDC,DAY, 021, 027,2007/07/12,2007:193:16:11:07.8927500,2007:193:16:11:34.6467499, 9, 9,  66.09,  65.95,  52.32,  89.59,  56.50,59.0032845,137.6816559,47°26'40.92"N,83°23'20.76"W,48°24'51.48"N,84°20'42.72"W,48°02'54.96"N,81°49'18.84"W,46°49'11.28"N,84°55'18.48"W,46°27'53.64"N,82°28'16.32"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-13.073674,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.41735   (48°25'02.46"N), -84.96838  (84°58'06.17"W), 48.48422   (48°29'03.19"N), -81.60762  (81°36'27.43"W), 46.40284   (46°24'10.22"N), -84.81965   (84°49'10.74"W), 46.46518   (46°27'54.65"N), -81.58478   (81°35'05.21"W),14961,16581,7481,8291,7481,8291,,,24,8.744,2.518,8.374,UTM,WGS84,WGS84,17,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,47.4447,-83.3891,48.4143,-84.3452,48.0486,-81.8219,46.8198,-84.9218,46.4649,-82.4712,LE70210272007193EDC00,LE70210272007193EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70210272007193EDC00
LE70210272007177EDC00,N/A,EDC,DAY, 021, 027,2007/06/26,2007:177:16:11:10.3880624,2007:177:16:11:37.1420624, 9, 9,  65.01,  64.74,  64.85,  69.96,  60.51,60.55019,137.4214783,47°25'58.80"N,83°22'49.80"W,48°24'06.48"N,84°20'11.76"W,48°02'07.80"N,81°48'48.60"W,46°48'28.44"N,84°54'46.08"W,46°27'09.36"N,82°27'44.28"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-.016609,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.41438   (48°24'51.77"N), -84.97626  (84°58'34.54"W), 48.48150   (48°28'53.40"N), -81.61165  (81°36'41.94"W), 46.40797   (46°24'28.69"N), -84.82781   (84°49'40.12"W), 46.47056   (46°28'14.02"N), -81.58875   (81°35'19.50"W),14901,16601,7451,8301,7451,8301,,,83,4.874,3.674,3.203,UTM,WGS84,WGS84,17,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,47.433,-83.3805,48.4018,-84.3366,48.0355,-81.8135,46.8079,-84.9128,46.4526,-82.4623,LE70210272007177EDC00,LE70210272007177EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70210272007177EDC00
LE70220272007168EDC00,N/A,EDC,DAY, 022, 027,2007/06/17,2007:168:16:17:21.8240625,2007:168:16:17:48.5780000, 9, 9,  46.09,  59.16,  55.34,  58.57,  11.30,60.8002205,138.1857452,47°25'38.28"N,84°55'05.52"W,48°23'58.20"N,85°52'25.68"W,48°01'59.16"N,83°21'00.72"W,46°48'19.80"N,86°26'57.84"W,46°27'00.36"N,83°59'54.24"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-.778444,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.44629   (48°26'46.64"N), -86.36578  (86°21'56.81"W), 48.38219   (48°22'55.88"N), -83.10866  (83°06'31.18"W), 46.50554   (46°30'19.94"N), -86.38872   (86°23'19.39"W), 46.44562   (46°26'44.23"N), -83.24897   (83°14'56.29"W),14381,16081,7191,8041,7191,8041,,,123,6.228,2.356,5.765,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,47.4273,-84.9182,48.3995,-85.8738,48.0331,-83.3502,46.8055,-86.4494,46.4501,-83.9984,LE70220272007168EDC00,LE70220272007168EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70220272007168EDC00
LE70210272007161EDC00,N/A,EDC,DAY, 021, 027,2007/06/10,2007:161:16:11:11.0785624,2007:161:16:11:37.8324999, 9, 9,  15.82,  52.95,   0.71,   9.62,   0.00,60.6522789,139.1545258,47°25'22.44"N,83°21'48.96"W,48°23'40.92"N,84°19'09.84"W,48°01'41.16"N,81°47'44.16"W,46°48'02.16"N,84°53'41.28"W,46°26'41.64"N,82°26'37.32"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-.290358,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.41791   (48°25'04.48"N), -84.95220  (84°57'07.92"W), 48.48431   (48°29'03.52"N), -81.59138  (81°35'28.97"W), 46.40336   (46°24'12.10"N), -84.80407   (84°48'14.65"W), 46.46526   (46°27'54.94"N), -81.56915   (81°34'08.94"W),14961,16581,7481,8291,7481,8291,,,158,4.567,3.1,3.354,UTM,WGS84,WGS84,17,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,47.4229,-83.3636,48.3947,-84.3194,48.0281,-81.7956,46.8006,-84.8948,46.4449,-82.4437,LE70210272007161EDC00,LE70210272007161EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70210272007161EDC00
LE70220272007152EDC00,N/A,EDC,DAY, 022, 027,2007/06/01,2007:152:16:17:21.4118750,2007:152:16:17:48.1658124, 9, 9,  94.30,  94.00,  98.33,  97.39,  87.48,59.996212,140.7287598,47°25'05.16"N,84°53'38.76"W,48°23'22.92"N,85°51'01.08"W,48°01'22.08"N,83°19'35.40"W,46°47'43.80"N,86°25'36.12"W,46°26'22.20"N,83°58'31.80"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,3.574935,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.44350   (48°26'36.60"N), -86.34959  (86°20'58.52"W), 48.37895   (48°22'44.22"N), -83.09270  (83°05'33.72"W), 46.50545   (46°30'19.62"N), -86.37308   (86°22'23.09"W), 46.44510   (46°26'42.36"N), -83.23338   (83°14'00.17"W),14361,16081,7181,8041,7181,8041,,,22,6.616,3.898,5.346,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,47.4181,-84.8941,48.3897,-85.8503,48.0228,-83.3265,46.7955,-86.4267,46.4395,-83.9755,LE70220272007152EDC00,LE70220272007152EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70220272007152EDC00
LE70210272007145EDC00,N/A,EDC,DAY, 021, 027,2007/05/25,2007:145:16:11:12.4907500,2007:145:16:11:39.2446874, 9, 9,  38.95,  66.72,  22.56,  53.88,  12.64,59.1159935,142.0896454,47°24'53.28"N,83°20'49.20"W,48°23'02.40"N,84°18'11.52"W,48°01'01.20"N,81°46'46.92"W,46°47'24.72"N,84°52'49.44"W,46°26'02.76"N,82°25'46.56"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-4.808537,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.41550   (48°24'55.80"N), -84.94390  (84°56'38.04"W), 48.48165   (48°28'53.94"N), -81.58323  (81°34'59.63"W), 46.40093   (46°24'03.35"N), -84.79610   (84°47'45.96"W), 46.46259   (46°27'45.32"N), -81.56131   (81°33'40.72"W),14961,16581,7481,8291,7481,8291,,,62,4.285,3.178,2.875,UTM,WGS84,WGS84,17,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,47.4148,-83.347,48.384,-84.3032,48.017,-81.7797,46.7902,-84.8804,46.4341,-82.4296,LE70210272007145EDC00,LE70210272007145EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70210272007145EDC00
LE70220272007136EDC00,N/A,EDC,DAY, 022, 027,2007/05/16,2007:136:16:17:27.5150625,2007:136:16:17:54.2689375, 9, 9,  74.45,  42.00,  62.25,  95.17,  98.37,57.5196304,143.8505402,47°24'39.24"N,84°53'50.64"W,48°22'58.80"N,85°51'10.08"W,48°00'56.52"N,83°19'45.84"W,46°47'20.76"N,86°25'45.12"W,46°25'58.08"N,83°58'42.24"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-2.849569,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.44359   (48°26'36.92"N), -86.36582  (86°21'56.95"W), 48.37950   (48°22'46.20"N), -83.10887  (83°06'31.93"W), 46.50554   (46°30'19.94"N), -86.38872   (86°23'19.39"W), 46.44562   (46°26'44.23"N), -83.24897   (83°14'56.29"W),14361,16081,7181,8041,7181,8041,,,70,3.792,3.035,2.273,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,47.4109,-84.8974,48.383,-85.8528,48.0157,-83.3294,46.7891,-86.4292,46.4328,-83.9784,LE70220272007136EDC00,LE70220272007136EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70220272007136EDC00
LE70210272007129EDC00,N/A,EDC,DAY, 021, 027,2007/05/09,2007:129:16:11:19.4618124,2007:129:16:11:46.2157499, 9, 9,  51.45,   6.50,  34.62,  75.93,  88.75,55.9319763,145.1425018,47°24'32.40"N,83°21'19.08"W,48°22'54.12"N,84°18'32.04"W,48°00'51.12"N,81°47'09.24"W,46°47'15.36"N,84°53'11.04"W,46°25'51.60"N,82°26'09.24"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,12.795206,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.41707   (48°25'01.45"N), -84.97647  (84°58'35.29"W), 48.48420   (48°29'03.12"N), -81.61168  (81°36'42.05"W), 46.41066   (46°24'38.38"N), -84.82800   (84°49'40.80"W), 46.47326   (46°28'23.74"N), -81.58878   (81°35'19.61"W),14901,16601,7451,8301,7451,8301,,,98,4.299,2.817,3.247,UTM,WGS84,WGS84,17,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,47.409,-83.3553,48.3817,-84.3089,48.0142,-81.7859,46.7876,-84.8864,46.431,-82.4359,LE70210272007129EDC00,LE70210272007129EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70210272007129EDC00
LE70220272007120EDC00,N/A,EDC,DAY, 022, 027,2007/04/30,2007:120:16:17:33.3178125,2007:120:16:18:00.0716875, 9, 9,  40.03,  44.03,  76.95,  19.54,  19.61,53.494709,146.6299438,47°24'24.84"N,84°53'53.88"W,48°22'45.48"N,85°51'12.24"W,48°00'41.76"N,83°19'51.24"W,46°47'08.88"N,86°25'50.88"W,46°25'44.40"N,83°58'50.88"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,7.725238,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.44375   (48°26'37.50"N), -86.39421  (86°23'39.16"W), 48.38045   (48°22'49.62"N), -83.13716  (83°08'13.78"W), 46.51108   (46°30'39.89"N), -86.41603   (86°24'57.71"W), 46.45190   (46°27'06.84"N), -83.27589   (83°16'33.20"W),14321,16081,7161,8041,7161,8041,,,124,5.263,3.017,4.312,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,47.4069,-84.8983,48.3793,-85.8534,48.0116,-83.3309,46.7858,-86.4308,46.429,-83.9808,LE70220272007120EDC00,LE70220272007120EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70220272007120EDC00
LE70220272007104EDC00,N/A,EDC,DAY, 022, 027,2007/04/14,2007:104:16:17:36.7946249,2007:104:16:18:03.5485625, 9, 9,   4.91,  18.01,   0.41,   1.13,   0.11,48.245285,148.710907,47°24'19.80"N,84°53'29.40"W,48°22'41.16"N,85°50'41.28"W,48°00'35.28"N,83°19'24.96"W,46°47'03.84"N,86°25'23.88"W,46°25'37.92"N,83°58'27.84"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,3.600848,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.44107   (48°26'27.85"N), -86.39830  (86°23'53.88"W), 48.37790   (48°22'40.44"N), -83.14141  (83°08'29.08"W), 46.50840   (46°30'30.24"N), -86.41997   (86°25'11.89"W), 46.44933   (46°26'57.59"N), -83.27997   (83°16'47.89"W),14321,16081,7161,8041,7161,8041,,,118,4.566,3.036,3.411,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,47.4055,-84.8915,48.3781,-85.8448,48.0098,-83.3236,46.7844,-86.4233,46.4272,-83.9744,LE70220272007104EDC00,LE70220272007104EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70220272007104EDC00
LE70220272007088EDC00,N/A,EDC,DAY, 022, 027,2007/03/29,2007:088:16:17:38.0604375,2007:088:16:18:05.3392500, 9, 9,  42.93,  71.12,  78.42,  16.88,   5.29,42.208271,150.227356,47°24'24.84"N,84°52'45.12"W,48°23'35.16"N,85°49'36.48"W,48°01'27.84"N,83°18'20.16"W,46°46'04.08"N,86°25'02.64"W,46°24'36.72"N,83°58'12.00"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,9.219966,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.45439   (48°27'15.80"N), -86.36568  (86°21'56.45"W), 48.39204   (48°23'31.34"N), -83.16060  (83°09'38.16"W), 46.48934   (46°29'21.62"N), -86.38890   (86°23'20.04"W), 46.43111   (46°25'52.00"N), -83.30074   (83°18'02.66"W),14561,15821,7281,7911,7281,7911,,,47,6.864,5.87,3.558,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,47.4069,-84.8792,48.3931,-85.8268,48.0244,-83.3056,46.7678,-86.4174,46.4102,-83.97,LE70220272007088EDC00,LE70220272007088EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70220272007088EDC00
LE70220272007072EDC00,N/A,EDC,DAY, 022, 027,2007/03/13,2007:072:16:17:37.2719374,2007:072:16:18:04.5485625, 9, 9,   8.99,   4.43,   0.03,  22.09,   9.42,35.8692169,151.5033417,47°24'41.40"N,84°51'49.32"W,48°23'57.84"N,85°48'37.44"W,48°01'48.00"N,83°17'20.40"W,46°46'27.84"N,86°24'06.84"W,46°24'58.68"N,83°57'15.48"W,N,H,H,H,H,H,L,H,H,L,Y,NOMINAL,DE,.204061,HH,HH,HH,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.45169   (48°27'06.08"N), -86.36572  (86°21'56.59"W), 48.38908   (48°23'20.69"N), -83.15272  (83°09'09.79"W), 46.49474   (46°29'41.06"N), -86.38884   (86°23'19.82"W), 46.43624   (46°26'10.46"N), -83.29258   (83°17'33.29"W),14501,15861,7251,7931,7251,7931,,,122,5.436,3.182,4.407,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,47.4115,-84.8637,48.3994,-85.8104,48.03,-83.289,46.7744,-86.4019,46.4163,-83.9543,LE70220272007072EDC00,LE70220272007072EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70220272007072EDC00
LE70210272007065EDC00,N/A,EDC,DAY, 021, 027,2007/03/06,2007:065:16:11:25.5451874,2007:065:16:11:52.8211874, 9, 9,  45.27,  41.53,  42.44,  64.00,  33.09,33.1291084,152.0697632,47°24'51.12"N,83°18'42.48"W,48°23'58.92"N,84°15'35.64"W,48°01'48.36"N,81°44'17.52"W,46°46'30.36"N,84°51'02.52"W,46°25'00.12"N,82°24'10.08"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,7.300208,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.42599   (48°25'33.56"N), -84.95283  (84°57'10.19"W), 48.49214   (48°29'31.70"N), -81.64020  (81°38'24.72"W), 46.38989   (46°23'23.60"N), -84.80313   (84°48'11.27"W), 46.45151   (46°27'05.44"N), -81.61589   (81°36'57.20"W),15121,16341,7561,8171,7561,8171,,,218,3.997,2.701,2.946,UTM,WGS84,WGS84,17,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,47.4142,-83.3118,48.3997,-84.2599,48.0301,-81.7382,46.7751,-84.8507,46.4167,-82.4028,LE70210272007065EDC00,LE70210272007065EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70210272007065EDC00
LE70220272007040EDC00,N/A,EDC,DAY, 022, 027,2007/02/09,2007:040:16:17:29.6069999,2007:040:16:17:56.8805000, 9, 9,  79.19,  81.73,  51.53,  98.29,  85.22,24.3297882,154.4840698,47°25'38.64"N,84°49'43.32"W,48°24'58.68"N,85°46'31.08"W,48°02'45.24"N,83°15'05.04"W,46°47'31.56"N,86°22'06.60"W,46°25'58.08"N,83°55'06.96"W,N,H,H,H,H,H,L,H,H,L,Y,NOMINAL,DE,10.279139,HH,HH,HH,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.45158   (48°27'05.69"N), -86.34543  (86°20'43.55"W), 48.38840   (48°23'18.24"N), -83.13251  (83°07'57.04"W), 46.49463   (46°29'40.67"N), -86.36929   (86°22'09.44"W), 46.43561   (46°26'08.20"N), -83.27309   (83°16'23.12"W),14501,15861,7251,7931,7251,7931,,,88,4.314,3.033,3.068,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,47.4274,-84.8287,48.4163,-85.7753,48.0459,-83.2514,46.7921,-86.3685,46.4328,-83.9186,LE70220272007040EDC00,LE70220272007040EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70220272007040EDC00
LE70220272007024EDC00,N/A,EDC,DAY, 022, 027,2007/01/24,2007:024:16:17:22.6307500,2007:024:16:17:49.9018750, 9, 9,  53.74,  55.98,  40.93,  72.45,  45.60,20.1297169,156.4373474,47°26'13.92"N,84°48'40.68"W,48°25'28.20"N,85°45'32.76"W,48°03'13.32"N,83°14'04.20"W,46°48'01.44"N,86°21'06.12"W,46°26'26.88"N,83°54'03.96"W,N,H,H,H,H,H,L,H,H,L,Y,NOMINAL,DE,7.495213,HH,HH,HH,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.44881   (48°26'55.72"N), -86.33330  (86°19'59.88"W), 48.38529   (48°23'07.04"N), -83.12058  (83°07'14.09"W), 46.49187   (46°29'30.73"N), -86.35760   (86°21'27.36"W), 46.43253   (46°25'57.11"N), -83.26159   (83°15'41.72"W),14501,15861,7251,7931,7251,7931,,,121,6.488,5.584,3.303,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,47.4372,-84.8113,48.4245,-85.7591,48.0537,-83.2345,46.8004,-86.3517,46.4408,-83.9011,LE70220272007024EDC00,LE70220272007024EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70220272007024EDC00
LE70220272006341EDC00,N/A,EDC,DAY, 022, 027,2006/12/07,2006:341:16:17:13.8094999,2006:341:16:17:41.0743749, 9, 9,  69.35,  54.49,  91.22,  68.11,  63.57,17.9613628,162.1805115,47°27'59.40"N,84°51'16.20"W,48°27'05.76"N,85°48'12.96"W,48°04'51.96"N,83°16'46.20"W,46°49'41.16"N,86°23'47.04"W,46°28'07.68"N,83°56'46.32"W,N,H,H,H,H,H,L,H,H,L,Y,NOMINAL,DE,-4.892097,HH,HH,HH,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.44899   (48°26'56.36"N), -86.36575  (86°21'56.70"W), 48.38665   (48°23'11.94"N), -83.16101  (83°09'39.64"W), 46.48664   (46°29'11.90"N), -86.38893   (86°23'20.15"W), 46.42841   (46°25'42.28"N), -83.30092   (83°18'03.31"W),14541,15821,7271,7911,7271,7911,,,29,8.017,7.189,3.549,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,47.4665,-84.8545,48.4516,-85.8036,48.0811,-83.2795,46.8281,-86.3964,46.4688,-83.9462,LE70220272006341EDC00,LE70220272006341EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70220272006341EDC00
LE70210272006334EDC00,N/A,EDC,DAY, 021, 027,2006/11/30,2006:334:16:10:59.8916249,2006:334:16:11:27.1560000, 9, 9,  99.45,  99.55,  99.21,  99.66,  99.39,19.0214024,162.609436,47°28'13.80"N,83°18'48.96"W,48°27'30.60"N,84°15'36.72"W,48°05'16.80"N,81°44'08.88"W,46°50'06.72"N,84°51'11.16"W,46°28'33.60"N,82°24'10.08"W,N,H,H,H,H,H,L,H,H,L,Y,NOMINAL,DE,9.214157,HH,HH,HH,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.42571   (48°25'32.56"N), -84.96092  (84°57'39.31"W), 48.49212   (48°29'31.63"N), -81.64426  (81°38'39.34"W), 46.39232   (46°23'32.35"N), -84.81111   (84°48'40.00"W), 46.45419   (46°27'15.08"N), -81.61982   (81°37'11.35"W),15101,16361,7551,8181,7551,8181,,,46,6.14,4.859,3.753,UTM,WGS84,WGS84,17,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,47.4705,-83.3136,48.4585,-84.2602,48.088,-81.7358,46.8352,-84.8531,46.476,-82.4028,LE70210272006334EDC00,LE70210272006334EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70210272006334EDC00
LE70220272006325EDC00,N/A,EDC,DAY, 022, 027,2006/11/21,2006:325:16:17:05.9221249,2006:325:16:17:33.1850625, 9, 9,  81.33,  76.83,  95.70,  57.62,  95.18,20.8231926,162.8751678,47°28'24.60"N,84°51'42.84"W,48°27'37.44"N,85°48'34.56"W,48°05'24.36"N,83°17'06.36"W,46°50'11.40"N,86°24'08.64"W,46°28'39.00"N,83°57'06.84"W,N,H,H,H,H,H,L,H,H,L,Y,NOMINAL,DE,.354901,HH,HH,HH,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.45169   (48°27'06.08"N), -86.36572  (86°21'56.59"W), 48.38935   (48°23'21.66"N), -83.16081  (83°09'38.92"W), 46.49204   (46°29'31.34"N), -86.38887   (86°23'19.93"W), 46.43380   (46°26'01.68"N), -83.30056   (83°18'02.02"W),14521,15821,7261,7911,7261,7911,,,10,34.122,29.924,16.397,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,47.4735,-84.8619,48.4604,-85.8096,48.0901,-83.2851,46.8365,-86.4024,46.4775,-83.9519,LE70220272006325EDC00,LE70220272006325EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70220272006325EDC00
LE70220272006261EDC00,N/A,EDC,DAY, 022, 027,2006/09/18,2006:261:16:16:36.7013750,2006:261:16:17:03.9561874, 9, 9,  44.00,  37.76,  85.53,   0.09,  52.61,41.3224525,154.0037231,47°28'54.12"N,84°54'59.76"W,48°28'08.76"N,85°52'03.00"W,48°06'06.48"N,83°20'23.28"W,46°50'42.36"N,86°27'20.52"W,46°29'20.40"N,84°00'08.28"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,4.300175,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.45448   (48°27'16.13"N), -86.38191  (86°22'54.88"W), 48.39231   (48°23'32.32"N), -83.16869  (83°10'07.28"W), 46.50022   (46°30'00.79"N), -86.40442   (86°24'15.91"W), 46.44213   (46°26'31.67"N), -83.30780   (83°18'28.08"W),14481,15861,7241,7931,7241,7931,,,50,4.343,2.931,3.205,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,47.4817,-84.9166,48.4691,-85.8675,48.1018,-83.3398,46.8451,-86.4557,46.489,-84.0023,LE70220272006261EDC00,LE70220272006261EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70220272006261EDC00
